id,category,rating
65819,1,10
65829,1,8
65833,1,10
65834,1,8
65844,1,8
65848,1,8
65856,1,8
65858,1,8
65868,1,10
65869,1,8
65930,3,14
65908,1,10
65912,1,10
65916,1,10
65917,1,10
65952,1,8
65954,1,8
65962,1,8
65964,1,10
65965,1,8
65966,1,9
65989,1,8
65990,1,10
65996,1,9
65997,1,9
66001,1,8
66003,1,8
65975,1,10
65977,1,8
65978,1,10
65979,1,9
65982,1,8
65983,1,9
66015,1,8
66022,1,8
66024,1,9
66026,1,10
66030,1,8
66031,1,8
66033,1,9
66083,1,8
66062,1,9
66077,1,9
66068,1,8
66087,1,8
66053,1,10
66095,1,9
66093,1,8
66074,1,10
66078,1,9
66047,1,8
66042,1,8
66043,1,10
66045,1,8
66061,1,8
66084,1,10
71644,1,11
98398,5,26
98402,5,25
98447,5,24
98458,2,3
98517,3,14
98396,2,5
98548,3,16
98578,3,14
98604,3,15
98652,3,15
98660,3,15
98662,3,14
98670,3,14
98675,3,14
98686,3,14
98691,3,14
98692,3,14
98694,3,14
98720,1,11
98713,1,10
98723,3,14
98739,3,14
98741,3,15
98716,1,10
98827,3,14
98860,3,14
98859,3,14
98858,3,14
104306,2,3
104307,3,14
131436,6,30
131485,6,30
131509,6,30
131522,6,30
131524,6,30
131537,6,30
164139,2,3
164038,1,8
188983,1,9
188982,1,8
196695,1,10
196709,1,11
196740,2,4
196874,1,8
196758,2,2
197053,1,10
197143,1,10
33789,2,5
65369,1,10
66240,1,10
614,1,8
99431,3,14
66157,1,10
33494,2,3
164761,2,2
66590,3,14
66600,1,10
66303,1,9
66605,1,10
98944,3,16
1222,1,10
1009,1,10
33713,2,3
66185,1,10
66502,1,8
33900,2,2
99300,3,14
33551,2,4
99304,3,14
66146,1,9
66271,1,8
33580,2,2
131968,2,5
66196,1,11
66624,1,9
66628,1,10
164631,2,4
66504,1,10
610,1,8
667,1,8
719,1,8
816,1,8
33402,2,1
65367,1,8
880,1,8
750,1,8
753,1,9
696,1,8
33553,1,8
66193,1,8
66256,2,3
66396,3,13
66514,1,8
66610,1,8
66659,3,14
66662,7,34
66672,3,13
600,1,8
801,1,8
809,1,8
66736,3,14
66760,3,13
71775,1,8
66761,3,13
665,1,8
33698,2,3
33716,2,2
33670,1,8
33671,2,1
742,1,8
698,1,8
708,1,8
1102,1,8
743,1,8
748,1,8
33847,2,1
128,1,8
197576,5,23
585,1,8
1103,1,8
851,1,8
740,1,8
669,1,8
812,1,8
33398,2,4
33447,2,4
771,1,9
601,1,8
33491,1,8
766,1,8
749,1,8
66107,1,8
66134,1,8
66169,1,8
66141,1,8
66219,1,8
66159,1,8
66236,1,8
66253,2,2
66265,1,8
66332,1,8
66320,1,8
66297,1,8
66312,1,8
66386,1,8
66363,1,8
66337,1,8
66362,1,8
66479,1,8
66500,1,8
66490,1,8
707,1,8
66511,1,8
66515,1,8
678,1,8
66285,3,15
66286,3,15
66287,3,15
598,1,8
66620,1,8
66613,1,8
66661,2,1
597,1,8
666,1,8
599,1,8
66734,3,14
33681,2,1
27393,2,4
33784,2,1
33786,2,1
197179,7,34
98874,3,13
98939,3,13
98873,3,13
98872,3,13
99061,3,13
99065,3,13
99062,3,13
99060,3,13
99118,3,15
99114,3,14
99117,3,14
99132,3,14
99216,3,13
99180,3,13
99187,7,34
99186,4,18
99405,3,13
99350,3,13
99185,2,1
99265,3,13
99313,3,13
99432,3,13
99451,3,13
99452,3,13
99450,3,13
99456,3,13
99454,3,13
99502,3,13
99487,3,13
99495,3,13
99491,3,13
99552,3,13
99553,3,13
99544,3,13
99533,3,13
99530,3,13
99538,3,13
197340,1,8
197555,2,4
197561,2,1
197562,4,18
131847,2,2
131844,1,8
131848,1,8
131948,7,37
131938,7,37
131945,4,21
131949,4,22
131972,7,37
131943,7,37
131950,7,37
131936,4,21
131958,7,35
131940,4,21
131976,7,37
131969,4,22
131955,4,19
132189,3,14
164599,3,14
164645,2,1
164856,3,14
164828,7,34
164987,6,30
197577,7,34
197575,4,18
197574,3,13
652,1,10
736,1,8
605,1,10
603,1,8
615,1,10
591,1,10
630,1,10
616,1,9
617,1,8
613,1,10
624,1,10
640,1,10
590,1,8
633,1,10
661,1,8
604,1,9
820,1,10
697,1,9
589,1,11
634,1,10
620,1,9
621,1,9
891,1,8
919,1,11
923,1,10
1010,1,10
1062,1,11
1051,1,10
1049,1,10
1067,1,11
858,1,8
859,1,8
959,1,11
980,1,10
981,1,10
982,1,10
1070,1,11
1121,1,10
1107,1,11
1212,1,11
1221,1,10
1151,1,11
1242,1,10
1215,1,11
1159,1,11
1112,1,10
1119,1,10
1233,1,10
1162,1,11
1156,1,10
13187,2,3
33394,2,3
33335,2,5
33356,2,1
33341,2,4
33350,2,3
33343,2,4
33368,2,3
33338,2,4
33413,2,4
33411,2,5
33418,2,3
33452,2,4
33457,2,2
33450,1,11
33440,2,4
33495,2,3
33523,1,8
33498,2,4
33500,2,3
33474,2,3
33501,2,5
33475,2,5
33488,2,3
33595,2,3
33608,2,4
33594,2,3
33597,2,4
33611,2,5
33552,2,5
33657,1,8
33684,2,3
33682,2,2
33680,2,3
33690,2,3
33688,2,3
33669,2,2
33712,2,3
33701,2,3
33700,1,10
33703,2,3
33765,2,3
33737,1,11
33729,2,3
33702,1,10
33725,2,3
33696,2,5
33897,2,3
33825,2,5
33815,1,9
33845,1,10
33864,1,8
33869,1,10
33987,1,11
33990,1,11
33976,2,4
33961,2,4
33939,2,3
33988,2,4
33997,2,5
33973,2,5
33984,2,5
33996,2,5
33985,2,4
33969,2,5
33960,1,11
33964,1,11
33966,1,11
33972,1,11
45766,2,3
65363,1,10
65365,1,8
65370,1,9
65360,1,9
66105,1,10
66175,1,8
66115,1,8
66140,1,10
66150,1,9
66144,1,9
66165,1,8
66124,1,8
66178,1,9
66132,1,10
66166,1,8
66123,1,9
66125,1,9
66152,1,8
66133,1,10
66179,1,10
66172,1,9
66156,1,8
66197,1,10
66212,1,11
66232,1,9
66241,1,9
66221,1,10
66222,1,8
66247,1,10
66235,1,8
66201,1,8
66234,1,9
66224,1,9
66203,1,10
66189,1,9
66216,1,11
66217,1,11
66334,1,8
66257,1,9
66299,1,10
66252,1,9
66305,1,10
66251,1,8
66267,1,8
66317,1,8
66306,1,10
66255,1,9
66325,1,10
66322,1,10
66301,1,10
66327,1,8
66263,1,10
66328,1,10
66304,1,8
66339,1,8
66298,1,8
66313,1,8
66338,1,8
66361,1,8
66370,1,8
66374,1,8
66388,1,10
66375,1,10
66378,1,9
66397,1,10
66360,1,8
66398,1,10
66341,1,10
66342,1,8
66345,1,8
66366,1,10
66372,1,8
66348,1,8
66347,1,10
66365,1,9
66352,1,9
66344,1,10
66453,1,8
66460,1,10
66438,1,9
66423,1,8
66449,1,8
66457,1,8
66445,1,10
66409,1,10
66428,1,8
66441,1,10
66442,1,10
66446,1,10
66427,1,8
66452,1,10
66472,1,10
66516,1,8
66503,1,8
66505,1,10
66496,1,11
66510,1,9
66480,1,9
66483,1,8
66487,1,9
66522,1,9
66486,1,9
66465,1,8
66492,1,8
66523,1,8
66475,1,8
66491,1,10
66498,1,8
66477,1,10
66512,1,10
66537,1,9
66521,1,10
66467,1,8
66595,1,11
66609,1,9
66603,1,10
66612,1,8
66606,1,8
66591,3,14
66592,3,14
66614,1,10
66618,1,10
66598,1,10
66621,1,8
66604,1,10
66630,1,8
66629,1,9
66668,2,5
66626,1,10
66625,1,10
98918,3,16
98894,3,16
98959,3,15
98951,3,15
98950,3,15
98983,3,14
98953,3,15
99071,3,16
99072,3,16
99094,3,14
99095,3,16
99251,3,14
99259,3,14
99281,3,15
99294,3,15
99297,3,14
99301,3,14
99308,3,14
99329,3,14
99390,3,15
99422,3,14
99439,3,14
99442,3,15
99459,3,16
99460,3,14
99512,3,15
99515,3,14
99516,3,14
99531,3,14
99536,3,14
99539,3,14
99541,3,14
99542,3,14
99545,3,14
131944,3,15
131954,2,2
131937,6,31
131942,6,31
131956,5,23
131957,6,28
131947,6,31
131935,3,15
131939,3,16
131941,5,26
131946,5,25
131975,6,33
131970,5,26
131974,5,26
131971,6,32
132225,3,14
132218,2,3
132289,5,24
132223,1,10
164877,3,14
164879,3,14
169518,2,5
197221,1,10
197178,2,3
197254,1,10
197809,3,14
34041,1,11
1881,1,10
67303,2,5
1316,1,11
1374,1,9
34320,2,4
1756,1,10
99903,3,15
1755,1,10
34556,2,5
1790,1,11
99999,3,14
1830,1,11
34080,2,4
67306,2,4
99591,3,14
208703,3,13
1631,1,11
99636,3,14
1424,1,11
66974,3,16
1703,1,8
1736,1,8
1733,1,8
1753,1,8
1540,1,8
1658,1,8
1672,1,8
1702,1,8
1694,1,8
1668,1,8
1505,1,8
1732,1,8
1774,1,8
1827,1,7
1676,1,8
1382,1,8
34214,2,1
1518,1,8
1475,1,8
1381,1,8
1679,1,8
1657,1,8
1458,1,8
1614,1,8
1655,1,8
1775,1,8
1511,1,8
1644,1,8
1635,1,8
1558,1,8
1777,1,8
1806,1,8
1870,1,8
1473,1,8
66831,2,1
1560,1,8
1585,1,8
34345,1,8
66975,4,20
67270,3,16
67372,3,13
67339,3,13
67361,3,13
67400,3,13
34571,2,1
67461,3,13
67445,3,13
67462,3,13
34629,2,1
34630,1,8
34631,2,1
34636,2,1
34628,1,8
34633,2,1
34635,1,8
1691,1,8
34681,2,5
34686,2,4
67352,3,13
1729,1,8
1751,1,8
1712,1,8
1561,1,8
34140,1,8
1737,1,8
1889,1,8
1677,1,8
1680,1,8
1778,1,8
1474,1,8
1760,1,8
1510,1,8
1477,1,8
1414,1,8
1529,1,8
1410,1,8
1610,1,8
1793,1,8
1731,1,8
1809,1,8
1678,1,8
1671,1,8
1636,1,8
1674,1,8
1681,1,8
1727,1,8
1726,1,8
1744,1,8
1340,1,8
1797,1,8
34193,2,1
1853,1,8
1592,1,8
1609,1,8
1728,1,8
1476,1,8
34273,2,3
1699,1,8
1670,1,8
1701,1,8
34314,2,1
1574,1,8
1566,1,8
1607,1,8
34295,2,1
1663,1,8
1673,1,8
1776,1,8
1509,1,8
1502,1,8
1805,1,8
1578,1,8
1567,1,8
1603,1,8
1640,1,8
1584,1,8
1798,1,8
1800,1,8
1931,1,8
1573,1,8
1664,1,8
1667,1,8
1796,1,8
1686,1,8
1557,1,8
1637,1,8
1623,1,8
1506,1,8
1504,1,8
1563,1,8
1633,1,8
66910,1,8
67393,3,13
67431,3,13
34680,1,11
196734,4,18
91470,5,26
99753,3,13
99566,3,13
99554,3,13
99571,3,13
99569,3,13
99573,3,13
99581,3,13
99590,3,13
99585,3,13
99587,3,13
99592,3,13
99678,3,13
99682,3,13
99624,3,13
99608,3,13
99728,3,13
99714,3,13
99705,3,13
99584,3,13
99681,3,13
99651,3,13
99679,3,13
99621,3,13
99629,3,13
99633,3,13
99632,3,13
99617,3,13
99579,3,13
99593,3,13
99722,3,13
99727,3,13
99665,3,13
99671,3,13
99652,3,13
99646,3,13
99642,3,13
99643,3,13
99729,3,13
99690,3,13
99694,3,13
99708,3,13
99707,3,13
99735,3,13
99736,3,13
99738,3,13
99747,3,13
99891,3,13
99778,3,13
99783,3,13
99964,3,13
99873,7,36
100148,3,13
99872,1,10
99882,3,13
99854,3,13
100121,3,13
100010,3,13
100235,3,13
100073,3,13
99996,3,13
100124,3,13
100118,3,13
100119,3,13
100228,7,37
100227,4,22
99944,3,13
99960,3,13
100001,3,13
99910,3,13
99968,3,13
99976,3,13
99971,3,13
99830,3,13
99845,3,13
99848,3,13
99909,3,13
99915,3,13
99896,3,13
99917,3,13
99916,3,13
99912,3,13
99899,3,13
100137,3,13
100101,3,13
100014,3,13
100015,3,13
100099,3,13
100059,3,13
100039,3,13
100198,3,13
100178,3,13
100058,3,13
100019,3,14
100018,3,13
100008,3,13
100157,3,13
100179,3,13
100199,3,13
197880,7,36
197886,7,34
197884,3,13
197885,4,18
198295,4,20
198296,7,35
198294,6,30
124014,6,31
124073,4,19
123995,4,20
124006,4,20
123996,6,29
124015,4,20
124016,4,20
124020,4,21
124035,4,21
132413,6,30
132414,4,21
132415,7,36
132500,7,36
132708,6,28
132709,4,18
132998,6,30
132997,7,36
132989,4,21
132815,4,20
132813,6,30
132814,7,35
132907,6,30
132908,4,21
132790,3,14
281,1,9
1627,1,8
1284,1,10
1324,1,8
1321,1,8
1330,1,8
1336,1,10
1522,1,10
1582,1,10
1489,1,9
1486,1,8
1460,1,8
1601,1,10
1591,1,10
1537,1,8
1620,1,9
1621,1,10
1619,1,10
1593,1,10
1530,1,8
1425,1,11
1598,1,11
1579,1,11
1459,1,8
1589,1,8
1769,1,8
1748,1,10
1700,1,10
1715,1,8
1662,1,11
1750,1,8
1745,1,8
1632,1,8
1638,1,10
1714,1,8
1761,1,8
1724,1,11
1773,1,9
1717,1,8
1710,1,8
1643,1,10
1762,1,9
1705,1,11
1803,1,9
1804,1,8
1812,1,11
1828,1,9
1829,1,10
1875,1,10
1876,1,10
1879,1,11
1885,1,10
1842,1,9
1846,1,9
1873,1,10
1888,1,11
1894,1,11
1900,1,11
1921,1,10
34042,2,4
34054,2,4
34068,2,3
34038,2,4
34060,2,3
34062,2,3
34039,2,4
34023,2,4
34072,2,5
34070,2,4
34069,1,11
34055,2,4
34064,2,5
34022,1,11
34037,1,11
34040,1,11
34061,2,3
34092,2,3
34116,2,5
34171,2,5
34168,1,11
34137,2,1
34093,2,3
34078,2,5
34169,2,5
34135,2,3
34170,1,11
34194,1,8
34134,1,10
34136,2,3
34172,1,11
34173,2,5
34348,2,4
34244,2,4
34211,2,3
34344,1,10
34357,2,2
34248,2,2
34328,1,10
34245,1,8
34323,2,2
34456,1,10
34455,2,3
34454,2,3
34448,2,5
34435,2,3
34395,2,5
34410,2,5
34450,2,3
34475,2,3
34505,2,3
34487,1,9
34483,2,3
34484,2,2
34469,2,3
34468,1,10
34485,2,3
34488,2,3
34569,2,3
34542,2,3
34558,2,4
34565,2,4
34511,2,3
34543,1,10
34544,2,3
34541,2,3
34554,1,10
34549,2,3
34513,2,3
34557,2,5
34512,1,10
34651,2,2
34670,1,8
34634,2,4
34622,2,5
34650,1,8
34620,2,5
34612,2,4
34671,2,2
34696,2,3
34699,2,3
58686,1,9
65390,1,8
65385,1,10
65386,1,9
66801,3,14
66925,1,8
67264,2,3
67295,3,17
67304,3,17
67311,3,16
67313,3,14
67340,3,16
67269,2,4
67268,2,4
67348,3,16
67355,3,15
67357,3,16
67359,3,16
67360,3,16
67364,3,14
67365,3,17
67367,3,14
67388,3,14
67395,3,17
67406,3,15
67421,3,15
67422,3,15
67425,3,15
67443,3,16
67453,3,16
67455,3,17
67457,3,15
67463,3,17
98009,3,16
99561,3,15
99603,3,14
99614,3,14
99644,3,14
99650,3,15
99654,3,14
99656,3,14
99666,3,15
99667,3,15
99670,3,14
99672,3,15
99691,3,14
99704,3,14
99733,3,14
99764,3,15
99973,3,14
99947,3,15
99957,3,14
99925,3,14
99941,3,14
99950,3,14
99920,3,14
99881,3,14
99888,3,14
99866,3,14
99868,3,14
100050,3,16
100109,3,14
100132,3,14
100141,3,14
100158,3,14
100184,3,15
100194,3,15
124074,6,29
132416,5,24
132501,2,3
132412,2,3
132711,5,25
132682,1,10
100542,2,3
2302,1,10
2256,1,10
166382,3,15
67476,3,15
100752,2,2
2145,1,10
2434,1,11
2571,1,8
2477,1,10
165824,1,9
67659,1,10
67901,3,17
67848,3,17
67845,3,16
67853,3,17
67830,3,14
67905,3,14
67909,3,16
35291,1,9
67915,3,15
2327,1,8
2328,1,10
2061,1,10
67514,1,8
67499,1,10
67889,3,16
2243,1,8
2187,1,10
67580,1,10
2402,1,9
67948,3,17
67998,3,14
67869,3,15
67600,1,10
2491,1,8
2492,1,9
2176,1,8
2358,1,9
2089,1,8
2583,1,8
2451,1,8
2053,1,8
2530,1,8
2349,1,8
2064,1,8
2070,1,8
2495,1,8
2469,1,8
1946,1,8
2487,1,8
2486,1,8
2373,1,8
2519,1,8
2391,1,8
1974,1,8
34760,1,8
2563,1,8
2379,1,8
2518,1,8
1947,1,8
2249,1,8
2177,1,8
2334,1,8
2195,1,8
2142,1,8
1994,1,8
2030,1,8
2066,1,8
2073,1,8
67477,3,13
67473,3,13
67522,1,8
67541,1,8
67561,1,8
67610,1,8
67612,1,8
67832,3,13
67904,3,13
67894,3,13
68082,3,13
68067,1,8
2534,1,8
2464,1,8
2300,1,8
2582,1,8
2574,1,8
2190,1,8
2074,1,8
2262,1,8
2161,1,8
2521,1,8
2351,1,8
2403,1,8
2488,1,8
2429,1,8
2117,1,8
2573,1,8
2366,1,8
2286,1,8
2372,1,8
2160,1,8
1943,1,8
2335,1,8
1951,1,7
1973,1,8
1985,1,8
2561,1,8
2229,1,8
2549,1,8
2199,1,8
2071,1,8
2520,1,8
2552,1,8
2116,1,8
2102,1,8
2241,1,8
2242,1,8
2090,1,8
34799,2,1
34798,1,8
1942,1,8
2068,1,8
2259,1,8
35294,2,3
2531,1,8
2067,1,8
2101,1,8
2099,1,8
1958,1,8
1972,1,8
2468,1,8
1957,1,8
2025,1,8
72081,1,8
2075,1,8
2062,1,8
2065,1,8
67481,1,8
67576,1,8
67635,1,8
67669,4,20
67808,1,8
67985,3,13
67859,3,13
67991,3,13
67989,3,13
67902,3,13
67884,3,13
67871,3,13
67927,3,13
67938,3,13
67980,3,13
67994,3,13
67987,3,13
68001,3,13
67984,3,13
67981,3,13
67988,3,13
68002,3,13
67990,3,13
68044,3,13
67969,3,13
68036,3,13
68041,3,13
68031,3,13
67893,3,13
68039,3,13
67952,3,13
67957,3,13
67956,3,13
67966,3,13
67976,3,13
67961,3,13
67978,3,13
67982,3,13
67979,3,13
67955,3,13
67954,3,13
67937,3,13
67965,3,13
68028,3,13
68030,3,13
68034,3,13
68033,3,13
68032,3,13
68035,3,13
68070,3,13
68110,4,19
67872,3,13
68053,2,4
68052,1,11
100271,3,15
100390,1,11
100283,4,22
100286,7,37
100289,7,34
100287,4,19
100288,5,23
100310,4,18
100330,4,19
100329,3,14
100388,2,3
100328,2,3
100324,1,10
100327,4,19
100326,3,14
100325,2,3
100512,2,1
100400,2,1
100606,3,16
199113,7,38
199114,6,33
199115,4,22
124152,4,19
133000,4,20
133498,2,2
133028,2,1
133499,2,2
133040,2,2
133555,5,23
165791,2,1
165792,2,1
165823,2,3
165959,7,37
166035,2,1
166179,3,13
166176,3,13
166216,1,8
166378,7,36
166380,7,36
471,1,8
1997,1,10
2001,1,8
2006,1,11
2009,1,10
2018,1,11
1937,1,11
1939,1,10
1953,1,10
1954,1,10
1976,1,10
1983,1,10
2055,1,9
2047,1,10
2048,1,11
2194,1,11
2133,1,10
2155,1,8
2157,1,11
2058,1,11
2149,1,11
2151,1,10
2181,1,10
2168,1,8
2150,1,11
2172,1,11
2091,1,8
2203,1,11
2169,1,11
2154,1,8
2093,1,10
2140,1,8
2165,1,11
2200,1,10
2135,1,10
2173,1,8
2137,1,8
2143,1,8
2098,1,10
2136,1,9
2111,1,8
2079,1,9
2174,1,8
2129,1,10
2114,1,11
2113,1,10
2179,1,10
2132,1,8
2084,1,9
2211,1,8
2227,1,10
2212,1,10
2307,1,10
2215,1,11
2266,1,11
2238,1,9
2230,1,10
2225,1,10
2214,1,10
2252,1,8
2276,1,10
2213,1,11
2308,1,10
2240,1,8
2226,1,10
2235,1,8
2269,1,8
2264,1,10
2283,1,10
2245,1,8
2268,1,11
2209,1,10
2282,1,10
2395,1,10
2426,1,9
2397,1,10
2396,1,10
2460,1,11
2421,1,9
2332,1,10
2450,1,9
2436,1,10
2447,1,9
2385,1,9
2433,1,11
2440,1,10
2466,1,9
2476,1,10
2394,1,10
2398,1,10
2467,1,8
2342,1,10
2557,1,10
2567,1,11
2568,1,11
2527,1,10
2559,1,10
2570,1,8
2497,1,8
2586,1,11
2499,1,8
2504,1,11
2540,1,10
2507,1,11
32951,2,4
32961,2,4
32982,2,2
33029,2,3
34822,2,3
34823,1,10
34917,1,9
34704,2,5
34918,2,2
34740,2,2
34779,2,5
34782,2,5
34737,1,10
34738,2,3
34739,1,9
34734,2,4
34780,2,5
34802,2,4
34762,1,8
34763,1,8
34791,2,4
34795,2,2
34804,2,4
35285,1,8
35251,2,3
35286,2,2
35293,1,8
35296,2,3
35264,2,5
35292,2,3
35341,2,5
35323,1,8
35314,2,4
35322,2,2
35343,2,5
46052,2,3
65629,1,9
67483,1,11
67489,1,8
67501,1,10
67493,1,8
67482,1,8
67500,1,11
67515,1,10
67539,1,10
67543,1,10
67591,1,11
67536,1,10
67553,1,8
67572,1,8
67593,1,10
67570,1,10
67550,1,10
67566,1,8
67575,1,8
67634,1,8
67605,1,10
67658,1,9
67649,1,10
67623,1,10
67636,1,9
67629,1,8
67643,1,9
67622,1,10
67654,1,10
67660,1,9
67620,1,10
67653,1,8
67726,1,8
67847,3,17
67835,3,17
67867,3,14
67837,3,17
67843,3,16
67857,3,14
67836,3,16
67842,3,16
67838,3,17
67861,3,14
67862,3,17
67865,3,16
67834,3,16
67866,3,14
67868,3,17
67863,3,14
67813,1,8
67815,1,10
67817,1,8
67818,1,9
67819,1,8
67822,1,10
67890,3,16
67922,3,16
67906,3,17
67941,3,14
67886,3,17
67897,3,15
67924,3,14
67907,3,14
67914,3,16
67926,3,16
67940,3,14
67942,3,14
67944,3,16
67946,3,15
67896,3,15
67947,3,16
67935,3,17
67885,3,16
67945,3,16
67933,3,16
67928,3,16
67873,3,17
67877,3,16
67903,3,15
67916,3,16
67898,3,16
67899,3,17
67888,3,16
67923,3,15
67919,3,16
67876,3,15
67895,3,16
67875,3,14
67925,3,16
67887,3,16
67973,3,16
68003,3,15
67983,3,14
67964,3,16
67999,3,14
67972,3,17
67951,3,17
67958,3,17
67997,3,15
68024,3,14
68000,3,14
68072,3,15
68073,3,15
68078,3,17
68025,3,17
67959,3,15
68004,3,15
67974,3,16
68121,1,10
100285,6,33
100279,2,4
100511,2,1
100702,2,4
132999,2,3
133556,5,24
133609,1,8
165794,3,14
165957,3,17
165958,3,15
165960,5,25
166063,1,8
166314,5,24
166377,3,14
166379,3,14
166381,3,15
166396,3,14
199111,2,5
199110,3,17
199112,5,26
3038,1,10
65687,1,8
68519,1,8
35807,2,3
3190,1,11
68303,1,8
35557,1,11
68451,1,8
2710,1,11
2869,1,8
2740,1,9
2854,1,10
2862,1,10
2896,1,10
101103,2,2
68546,1,10
3278,1,10
68625,1,8
166446,2,3
68756,1,11
68530,1,8
35757,2,3
